1	 1:6.6749	 2:3.09	 3:4.14	 4:.027707
1	 1:5.63928	 2:0	 3:0	 4:0
1	 1:6.41569	 2:1.01	 3:0	 4:0
1	 1:13.1365	 2:4.23	 3:8.53	 4:.011178
1	 1:3.01668	 2:0	 3:0	 4:0
2	 1:9.92215	 2:0	 3:1.05	 4:.005081
1	 1:11.828	 2:1.01	 3:3.03	 4:.004312
1	 1:15.769	 2:2.03	 3:4.07	 4:.004773
2	 1:7.46676	 2:1.01	 3:0	 4:0
1	 1:3.03875	 2:0	 3:0	 4:0
2	 1:1.76682	 2:0	 3:0	 4:0
2	 1:8.39741	 2:1.01	 3:2.04	 4:.001889
2	 1:5.5393	 2:0	 3:0	 4:0
1	 1:5.55124	 2:2.09	 3:2.12	 4:.004872
1	 1:5.02919	 2:0	 3:1.1	 4:.002248
1	 1:0	 2:0	 3:0	 4:0
2	 1:21.8778	 2:6.19	 3:8.42	 4:.012387
1	 1:0	 2:0	 3:0	 4:0
1	 1:7.47927	 2:0	 3:0	 4:0
1	 1:9.20458	 2:1.02	 3:1.02	 4:.002248
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:8.04434	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:5.24229	 2:0	 3:0	 4:0
2	 1:7.47927	 2:0	 3:0	 4:0
2	 1:11.0132	 2:5.31	 3:3.24	 4:.004028
1	 1:3.04262	 2:0	 3:0	 4:0
1	 1:8.36237	 2:2.22	 3:2.55	 4:.00333
1	 1:8.51102	 2:0	 3:2.08	 4:.002514
1	 1:14.7948	 2:1.02	 3:4.12	 4:.003981
1	 1:3.36633	 2:0	 3:0	 4:0
1	 1:4.50833	 2:0	 3:0	 4:0
1	 1:7.72196	 2:0	 3:1.01	 4:.000805
1	 1:4.8424	 2:2.19	 3:3.33	 4:.007425
1	 1:3.98647	 2:0	 3:0	 4:0
1	 1:11.8519	 2:0	 3:1.01	 4:.00114
1	 1:14.5908	 2:6.21	 3:4.3	 4:.00384
1	 1:4.41258	 2:1.01	 3:1.09	 4:.002356
1	 1:17.9368	 2:8.46	 3:7	 4:.010886
1	 1:10.5919	 2:2.02	 3:3.07	 4:.004459
1	 1:31.5637	 2:13.51	 3:17.91	 4:.019473
2	 1:35.8788	 2:0	 3:0	 4:0
1	 1:12.0816	 2:0	 3:2.05	 4:.002514
1	 1:3.71677	 2:0	 3:0	 4:0
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:17.2562	 2:6.22	 3:6.58	 4:.007725
1	 1:7.26436	 2:0	 3:1.01	 4:.000591
1	 1:2.84822	 2:0	 3:0	 4:0
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:2.23703	 2:0	 3:0	 4:0
1	 1:4.80854	 2:1.01	 3:0	 4:0
1	 1:5.68119	 2:0	 3:1.03	 4:.000607
2	 1:6.83452	 2:2.04	 3:2.06	 4:.005872
2	 1:11.1725	 2:2.05	 3:1.01	 4:.004128
2	 1:6.02605	 2:2.03	 3:3.1	 4:.006267
1	 1:7.696	 2:0	 3:0	 4:0
1	 1:3.19695	 2:0	 3:0	 4:0
1	 1:14.3413	 2:4.15	 3:4.19	 4:.004524
1	 1:5.6766	 2:2.04	 3:1.12	 4:.00096
2	 1:5.05091	 2:2.06	 3:3.15	 4:.02879
1	 1:2.67051	 2:0	 3:0	 4:0
1	 1:7.81509	 2:1.01	 3:2.02	 4:.001612
1	 1:10.9776	 2:1.14	 3:1.3	 4:.005081
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:10.2464	 2:4.23	 3:3.34	 4:.004831
1	 1:16.2007	 2:6.11	 3:7.24	 4:.005922
1	 1:3.82071	 2:3.04	 3:2.04	 4:.002052
2	 1:11.1198	 2:1.09	 3:2.25	 4:.003619
1	 1:4.36826	 2:3.08	 3:3.07	 4:.011598
1	 1:21.2841	 2:5.15	 3:6.28	 4:.006681
1	 1:12.0347	 2:1.01	 3:2.08	 4:.002514
1	 1:9.64953	 2:2.18	 3:4.44	 4:.006667
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:0	 2:7.1	 3:5.22	 4:.004514
1	 1:7.72196	 2:0	 3:1.01	 4:.000805
2	 1:5.15869	 2:3.24	 3:3.4	 4:.002162
1	 1:13.06	 2:3.03	 3:3.06	 4:.002846
1	 1:11.2702	 2:4.05	 3:4.06	 4:.005638
1	 1:6.05686	 2:1.02	 3:2.15	 4:.002882
1	 1:11.5519	 2:1.01	 3:3.07	 4:.004056
1	 1:2.90397	 2:0	 3:0	 4:0
1	 1:10.2582	 2:3.07	 3:5.14	 4:.00645
1	 1:5.38823	 2:1.01	 3:2.02	 4:.002545
1	 1:7.21846	 2:0	 3:0	 4:0
1	 1:27.4277	 2:9.95	 3:14.93	 4:.014617
1	 1:5.4727	 2:1.05	 3:2.1	 4:.001554
1	 1:12.7295	 2:2.02	 3:2.05	 4:.001945
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:4.7997	 2:0	 3:0	 4:0
1	 1:6.26191	 2:0	 3:0	 4:0
1	 1:1.38451	 2:0	 3:0	 4:0
1	 1:6.35106	 2:3.07	 3:3.17	 4:.006536
1	 1:15.7896	 2:6.2	 3:8.53	 4:.011838
1	 1:4.64887	 2:0	 3:0	 4:0
1	 1:7.70698	 2:1.04	 3:1.06	 4:.002356
1	 1:8.04434	 2:0	 3:0	 4:0
1	 1:3.18664	 2:1.01	 3:1.02	 4:.000759
1	 1:2.15793	 2:0	 3:0	 4:0
1	 1:21.0274	 2:5.16	 3:5.25	 4:.004989
1	 1:0	 2:0	 3:0	 4:0
1	 1:5.52957	 2:0	 3:2.22	 4:.001554
1	 1:9.08573	 2:1.13	 3:1.09	 4:.001212
1	 1:3.32521	 2:0	 3:0	 4:0
1	 1:17.7108	 2:2.13	 3:5.27	 4:.005633
1	 1:17.5143	 2:6.14	 3:4.24	 4:.004215
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:15.7896	 2:5.17	 3:8.38	 4:.011838
1	 1:16.1068	 2:7.2	 3:6.39	 4:.010314
1	 1:1.77712	 2:0	 3:0	 4:0
2	 1:13.7684	 2:2.02	 3:4.09	 4:.004666
1	 1:12.3564	 2:4.5	 3:9.54	 4:.011178
2	 1:20.29	 2:6.4	 3:7.02	 4:.008426
1	 1:12.6552	 2:1.01	 3:3.07	 4:.003929
1	 1:3.36633	 2:0	 3:0	 4:0
1	 1:7.08978	 2:3.08	 3:3.08	 4:.004108
1	 1:36.1864	 2:20.71	 3:20.21	 4:.022315
2	 1:21.4581	 2:7.26	 3:9.64	 4:.010231
1	 1:10.8383	 2:1.01	 3:0	 4:0
1	 1:6.41569	 2:0	 3:1.01	 4:.00191
1	 1:5.42567	 2:2.39	 3:2.81	 4:.004455
1	 1:6.90708	 2:0	 3:0	 4:0
2	 1:19.4171	 2:3.15	 3:6.53	 4:.006676
1	 1:3.30831	 2:0	 3:0	 4:0
1	 1:9.30009	 2:0	 3:0	 4:0
1	 1:3.19189	 2:0	 3:0	 4:0
1	 1:13.9202	 2:1.01	 3:3.09	 4:.003263
1	 1:7.62199	 2:0	 3:0	 4:0
1	 1:15.7601	 2:1.08	 3:3.14	 4:.00647
1	 1:14.4321	 2:1.01	 3:2.06	 4:.0014
1	 1:3.05459	 2:0	 3:0	 4:0
1	 1:4.22329	 2:0	 3:0	 4:0
2	 1:21.3635	 2:5.1	 3:6.32	 4:.011669
1	 1:11.6615	 2:1.02	 3:1.01	 4:.001976
1	 1:7.03016	 2:2.09	 3:2.15	 4:.011749
2	 1:12.9364	 2:6.6	 3:9.71	 4:.015669
1	 1:8.98492	 2:1.04	 3:3.11	 4:.004911
1	 1:13.1509	 2:2.04	 3:3.09	 4:.003421
1	 1:2.53244	 2:0	 3:0	 4:0
1	 1:3.05459	 2:0	 3:0	 4:0
1	 1:3.36633	 2:0	 3:0	 4:0
1	 1:6.12275	 2:1.01	 3:1.01	 4:.001009
1	 1:5.02919	 2:0	 3:1.1	 4:.002248
1	 1:5.88694	 2:2.05	 3:2.06	 4:.001995
1	 1:0	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:31.2057	 2:13.36	 3:19.58	 4:.020776
1	 1:2.98374	 2:1.01	 3:1.03	 4:.005081
1	 1:6.42599	 2:0	 3:0	 4:0
1	 1:18.222	 2:6.08	 3:10.22	 4:.010405
1	 1:5.95086	 2:2.07	 3:2.16	 4:.003896
1	 1:0	 2:0	 3:0	 4:0
1	 1:5.98276	 2:0	 3:0	 4:0
1	 1:14.6314	 2:6.18	 3:3.18	 4:.003087
2	 1:23.6105	 2:14.02	 3:14.77	 4:.021405
2	 1:1.42715	 2:0	 3:1.01	 4:.006335
1	 1:3.70646	 2:1.02	 3:1.01	 4:.002356
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:17.1691	 2:8.92	 3:9.56	 4:.01209
1	 1:12.0774	 2:1.01	 3:1.02	 4:.001976
1	 1:7.22187	 2:0	 3:0	 4:0
1	 1:2.80367	 2:0	 3:0	 4:0
2	 1:17.039	 2:6.6	 3:6.42	 4:.005153
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:8.1934	 2:1.02	 3:0	 4:0
1	 1:6.19566	 2:2.04	 3:2.03	 4:.001492
1	 1:3.19189	 2:0	 3:0	 4:0
1	 1:1.27443	 2:0	 3:0	 4:0
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:7.7645	 2:1.03	 3:2.09	 4:.001395
1	 1:17.1566	 2:2.02	 3:4.16	 4:.003867
1	 1:8.67717	 2:1.09	 3:3.12	 4:.003263
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:1.56044	 2:0	 3:0	 4:0
2	 1:21.0216	 2:7.17	 3:10.45	 4:.022665
2	 1:4.31805	 2:0	 3:1.01	 4:.001709
1	 1:5.61911	 2:0	 3:0	 4:0
1	 1:5.02919	 2:1.02	 3:1.02	 4:.002248
1	 1:6.79305	 2:1.02	 3:1.02	 4:.000749
1	 1:7.95718	 2:0	 3:0	 4:0
1	 1:7.05038	 2:0	 3:0	 4:0
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:4.83647	 2:0	 3:0	 4:0
1	 1:17.3119	 2:3.12	 3:4.24	 4:.00581
1	 1:5.82803	 2:0	 3:0	 4:0
1	 1:6.94415	 2:2.05	 3:2.07	 4:.001197
1	 1:3.71677	 2:0	 3:0	 4:0
1	 1:14.0182	 2:5.29	 3:6.61	 4:.011777
1	 1:6.01575	 2:0	 3:1.01	 4:.000607
2	 1:27.2665	 2:13.55	 3:17.3	 4:.021059
1	 1:2.84822	 2:0	 3:0	 4:0
1	 1:12.0117	 2:2.02	 3:4.07	 4:.005905
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:17.2759	 2:5.2	 3:5.23	 4:.005763
1	 1:5.45209	 2:2.03	 3:1.06	 4:.000591
2	 1:3.17095	 2:0	 3:0	 4:0
1	 1:17.9211	 2:6.59	 3:8.18	 4:.013047
1	 1:10.3419	 2:1.03	 3:2.08	 4:.002762
1	 1:7.72196	 2:0	 3:1.01	 4:.000805
1	 1:0	 2:0	 3:0	 4:0
2	 1:3.54759	 2:1.01	 3:1.01	 4:.000706
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:4.41258	 2:1.01	 3:2.05	 4:.004604
1	 1:0	 2:0	 3:0	 4:0
1	 1:4.53091	 2:1.06	 3:1.03	 4:.002356
1	 1:14.5398	 2:6.09	 3:7.28	 4:.010829
1	 1:23.0656	 2:5.14	 3:9.37	 4:.013581
2	 1:3.17013	 2:0	 3:0	 4:0
1	 1:25.6709	 2:9.18	 3:10.41	 4:.011844
1	 1:3.0616	 2:0	 3:1.01	 4:.001005
1	 1:7.94205	 2:0	 3:0	 4:0
1	 1:4.57426	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:5.33086	 2:0	 3:0	 4:0
1	 1:9.16954	 2:0	 3:0	 4:0
1	 1:3.15241	 2:1.08	 3:1.13	 4:.002248
1	 1:5.36088	 2:1.01	 3:1.02	 4:.002502
1	 1:4.88727	 2:0	 3:1.01	 4:.001627
2	 1:8.00679	 2:3.06	 3:4.09	 4:.009539
1	 1:6.42599	 2:0	 3:0	 4:0
1	 1:16.617	 2:8.22	 3:8.28	 4:.009231
2	 1:13.0943	 2:2.18	 3:5.58	 4:.013772
2	 1:17.978	 2:9.57	 3:9.91	 4:.035266
2	 1:42.0495	 2:18.46	 3:18.59	 4:.025219
1	 1:30.4541	 2:24.78	 3:28.66	 4:.067824
1	 1:8.74592	 2:1.01	 3:1.03	 4:.001119
1	 1:6.4348	 2:0	 3:0	 4:0
2	 1:14.2492	 2:5.2	 3:7.59	 4:.02086
1	 1:11.7532	 2:0	 3:1.01	 4:.000805
1	 1:10.571	 2:5.17	 3:4.23	 4:.005844
2	 1:21.8404	 2:9.47	 3:12.51	 4:.01215
1	 1:13.3046	 2:1.01	 3:2.03	 4:.002781
1	 1:5.99307	 2:0	 3:0	 4:0
1	 1:6.05686	 2:1.02	 3:2.03	 4:.002882
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:26.5914	 2:5.95	 3:8.92	 4:.008831
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:23.6268	 2:10.47	 3:11.69	 4:.013853
1	 1:4.68802	 2:0	 3:0	 4:0
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:5.89435	 2:0	 3:0	 4:0
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:3.17095	 2:0	 3:0	 4:0
2	 1:12.4057	 2:0	 3:0	 4:0
1	 1:5.51129	 2:1.01	 3:1.01	 4:.001119
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:8.51529	 2:3.03	 3:3.04	 4:.003778
1	 1:4.75414	 2:0	 3:1.04	 4:.000805
1	 1:5.35698	 2:1.03	 3:1.08	 4:.000792
1	 1:3.18664	 2:0	 3:0	 4:0
2	 1:20.3477	 2:3.11	 3:4.41	 4:.005015
1	 1:3.18664	 2:0	 3:0	 4:0
1	 1:8.69863	 2:0	 3:1.01	 4:.000805
1	 1:12.6078	 2:4.15	 3:6.24	 4:.007748
1	 1:7.47927	 2:0	 3:0	 4:0
1	 1:5.36933	 2:0	 3:0	 4:0
1	 1:6.21176	 2:1.01	 3:1.04	 4:.00191
1	 1:17.5178	 2:4.23	 3:6.57	 4:.004865
1	 1:6.15544	 2:2.05	 3:2.06	 4:.002253
1	 1:0	 2:0	 3:0	 4:0
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:27.2338	 2:8.38	 3:11.94	 4:.021861
1	 1:16.6715	 2:5.16	 3:5.39	 4:.012452
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:6.45747	 2:2.21	 3:1.1	 4:.003553
1	 1:1.77712	 2:0	 3:0	 4:0
2	 1:7.22788	 2:0	 3:0	 4:0
1	 1:7.47927	 2:0	 3:0	 4:0
1	 1:18.2028	 2:1.15	 3:3.34	 4:.003093
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:6.20292	 2:1.05	 3:2.06	 4:.002508
1	 1:13.5092	 2:3.05	 3:4.11	 4:.009819
1	 1:7.63517	 2:1.01	 3:1.04	 4:.002356
1	 1:4.72501	 2:0	 3:0	 4:0
1	 1:11.2502	 2:1.01	 3:2.03	 4:.008426
1	 1:6.94439	 2:2.12	 3:2.12	 4:.002947
1	 1:3.12618	 2:0	 3:0	 4:0
1	 1:8.81525	 2:2.03	 3:2.09	 4:.002532
1	 1:7.23217	 2:0	 3:0	 4:0
2	 1:15.8933	 2:6.17	 3:5.42	 4:.00854
2	 1:2.9034	 2:0	 3:1.01	 4:.006335
1	 1:11.7472	 2:0	 3:3.06	 4:.003632
1	 1:4.69981	 2:1.02	 3:0	 4:0
1	 1:3.19311	 2:0	 3:0	 4:0
1	 1:9.5467	 2:0	 3:2.04	 4:.002514
1	 1:21.4383	 2:5.25	 3:5.51	 4:.006512
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:2.99178	 2:0	 3:0	 4:0
1	 1:6.42599	 2:0	 3:0	 4:0
1	 1:4.4013	 2:1.01	 3:0	 4:0
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:9.02416	 2:1.01	 3:2.02	 4:.001394
2	 1:8.22594	 2:1.03	 3:2.13	 4:.002371
1	 1:4.41258	 2:1.01	 3:1.02	 4:.002248
1	 1:3.8069	 2:0	 3:0	 4:0
1	 1:3.17625	 2:1.08	 3:1.28	 4:.000741
1	 1:10.1306	 2:1.02	 3:3.05	 4:.00629
1	 1:8.47144	 2:1.02	 3:2.07	 4:.002783
1	 1:0	 2:7.81	 3:11.96	 4:.0229
2	 1:13.5775	 2:2.07	 3:4.23	 4:.005138
2	 1:18.2442	 2:6.14	 3:7.21	 4:.009337
1	 1:0	 2:0	 3:0	 4:0
2	 1:1.76682	 2:0	 3:0	 4:0
1	 1:4.18914	 2:2.07	 3:2.09	 4:.001197
1	 1:7.6507	 2:0	 3:0	 4:0
2	 1:13.8243	 2:2.02	 3:4.22	 4:.00336
1	 1:9.95198	 2:1.05	 3:2.08	 4:.001389
2	 1:38.2013	 2:22.5	 3:27.05	 4:.02723
1	 1:10.6277	 2:4.13	 3:4.2	 4:.004945
1	 1:3.1028	 2:1.04	 3:1.13	 4:.001932
1	 1:9.66991	 2:2.02	 3:1.04	 4:.00086
1	 1:3.19695	 2:0	 3:0	 4:0
1	 1:18.4852	 2:3.18	 3:5.54	 4:.006355
1	 1:7.36317	 2:0	 3:0	 4:0
1	 1:4.50348	 2:0	 3:0	 4:0
1	 1:8.07975	 2:1.03	 3:2.11	 4:.006994
2	 1:4.23308	 2:1.07	 3:1.09	 4:.003688
1	 1:14.001	 2:0	 3:1.01	 4:.001709
1	 1:7.87093	 2:0	 3:0	 4:0
1	 1:6.41569	 2:0	 3:0	 4:0
2	 1:1.77712	 2:0	 3:0	 4:0
1	 1:3.71865	 2:0	 3:1.02	 4:.000971
1	 1:9.31549	 2:0	 3:0	 4:0
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:5.84321	 2:0	 3:0	 4:0
1	 1:10.7189	 2:1.01	 3:1.01	 4:.001425
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:14.6883	 2:6.29	 3:4.48	 4:.003549
1	 1:2.71813	 2:0	 3:0	 4:0
1	 1:10.3221	 2:0	 3:2.04	 4:.002514
2	 1:8.97676	 2:2.02	 3:1.01	 4:.005081
1	 1:5.72876	 2:2.04	 3:2.12	 4:.001437
2	 1:15.4536	 2:4.79	 3:5.23	 4:.004488
1	 1:10.0245	 2:1.03	 3:2.06	 4:.003307
1	 1:4.69981	 2:1.04	 3:2.09	 4:.00316
1	 1:4.87416	 2:0	 3:0	 4:0
1	 1:20.6318	 2:5.56	 3:6.19	 4:.006002
1	 1:5.02919	 2:0	 3:0	 4:0
1	 1:17.0132	 2:5.09	 3:5.07	 4:.014301
1	 1:15.677	 2:4.3	 3:4.37	 4:.008224
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:21.903	 2:8.18	 3:9.32	 4:.009977
1	 1:3.81443	 2:2.03	 3:2.02	 4:.013649
1	 1:10.7641	 2:3.14	 3:4.21	 4:.004457
1	 1:4.41939	 2:0	 3:0	 4:0
1	 1:4.68802	 2:0	 3:0	 4:0
1	 1:6.39356	 2:1.01	 3:1.04	 4:.002123
1	 1:1.56044	 2:0	 3:0	 4:0
1	 1:7.20141	 2:1.02	 3:0	 4:0
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:18.6835	 2:8.36	 3:8.87	 4:.0116
1	 1:10.4273	 2:2.09	 3:4.38	 4:.007366
1	 1:3.19695	 2:0	 3:0	 4:0
1	 1:3.18664	 2:0	 3:0	 4:0
1	 1:10.2902	 2:2.02	 3:2.04	 4:.00492
1	 1:11.5044	 2:2.03	 3:4.1	 4:.006075
1	 1:3.28852	 2:1.07	 3:1.09	 4:.001348
1	 1:14.8927	 2:3.04	 3:4.1	 4:.004065
2	 1:4.5126	 2:1.03	 3:1.04	 4:.00086
1	 1:9.50502	 2:2.18	 3:4.53	 4:.005963
2	 1:21.0564	 2:9.58	 3:11.09	 4:.008577
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:2.84822	 2:0	 3:0	 4:0
2	 1:14.328	 2:6.34	 3:6.44	 4:.013906
1	 1:10.2185	 2:0	 3:0	 4:0
2	 1:6.91542	 2:2.05	 3:2.11	 4:.002454
2	 1:17.3959	 2:2.05	 3:4.13	 4:.002945
1	 1:8.42705	 2:2.07	 3:3.16	 4:.002986
2	 1:13.0688	 2:8.81	 3:9.5	 4:.041049
1	 1:9.75182	 2:2.04	 3:2.07	 4:.002538
1	 1:5.74149	 2:2.1	 3:3.17	 4:.004928
1	 1:0	 2:0	 3:0	 4:0
1	 1:9.74272	 2:1.05	 3:1.07	 4:.000749
2	 1:2.06344	 2:2.03	 3:2.04	 4:.010119
2	 1:34.5185	 2:10.65	 3:19.04	 4:.024516
2	 1:3.19695	 2:0	 3:0	 4:0
1	 1:5.02919	 2:1.05	 3:1.24	 4:.002248
1	 1:12.1216	 2:2.13	 3:4.16	 4:.0186
1	 1:7.48725	 2:2.06	 3:2.08	 4:.002947
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:7.38898	 2:1.02	 3:1.05	 4:.001862
1	 1:7.6651	 2:0	 3:0	 4:0
1	 1:4.91442	 2:1.1	 3:1.11	 4:.001709
1	 1:14.0049	 2:3.15	 3:4.16	 4:.003788
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:12.5528	 2:3.15	 3:6.27	 4:.009087
1	 1:0	 2:0	 3:0	 4:0
1	 1:7.2787	 2:0	 3:1.01	 4:.000607
2	 1:16.6315	 2:0	 3:3.06	 4:.003093
1	 1:6.42599	 2:0	 3:0	 4:0
1	 1:3.18664	 2:0	 3:0	 4:0
1	 1:6.31552	 2:1.01	 3:2.03	 4:.005123
1	 1:3.05459	 2:0	 3:0	 4:0
1	 1:5.13272	 2:0	 3:0	 4:0
1	 1:4.22264	 2:1.02	 3:0	 4:0
1	 1:3.45817	 2:0	 3:0	 4:0
1	 1:20.1092	 2:6.14	 3:6.25	 4:.006215
1	 1:9.95543	 2:1.05	 3:2.09	 4:.001485
1	 1:4.87697	 2:0	 3:1.02	 4:.001627
1	 1:2.63545	 2:0	 3:0	 4:0
1	 1:10.8895	 2:1.01	 3:1.01	 4:.000805
1	 1:8.50394	 2:1.01	 3:1.01	 4:.000838
1	 1:7.34746	 2:1.01	 3:1.03	 4:.001009
1	 1:4.43166	 2:0	 3:0	 4:0
1	 1:7.75438	 2:1.04	 3:1.03	 4:.001043
1	 1:15.1921	 2:3.16	 3:6.24	 4:.008061
1	 1:4.68802	 2:0	 3:0	 4:0
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
1	 1:3.9513	 2:0	 3:0	 4:0
1	 1:2.95101	 2:0	 3:0	 4:0
1	 1:12.8023	 2:3.07	 3:4.09	 4:.005419
1	 1:0	 2:1.02	 3:1.05	 4:.001932
1	 1:14.3549	 2:4.05	 3:5.12	 4:.006532
1	 1:4.61185	 2:0	 3:0	 4:0
1	 1:4.40324	 2:0	 3:1.01	 4:.00114
1	 1:6.12275	 2:1.01	 3:1.01	 4:.001009
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:4.582	 2:1.01	 3:1.02	 4:.007621
1	 1:0	 2:1.01	 3:1.03	 4:.000748
1	 1:32.7874	 2:12.87	 3:15.58	 4:.019186
2	 1:12.8864	 2:4.24	 3:5.89	 4:.004222
1	 1:12.7638	 2:4.13	 3:6.24	 4:.009254
2	 1:10.6231	 2:1.04	 3:1.12	 4:.002398
1	 1:10.0124	 2:8.28	 3:8.34	 4:.004691
1	 1:3.79861	 2:2.02	 3:1.02	 4:.002502
1	 1:2.97312	 2:0	 3:0	 4:0
1	 1:4.43166	 2:0	 3:0	 4:0
2	 1:13.6058	 2:4.1	 3:3.12	 4:.003765
1	 1:6.41569	 2:0	 3:0	 4:0
1	 1:8.88385	 2:1.01	 3:1.04	 4:.005081
1	 1:16.8267	 2:3.11	 3:4.12	 4:.004078
2	 1:2.79724	 2:1.02	 3:1.04	 4:.004128
1	 1:7.83167	 2:2.15	 3:1.02	 4:.000808
1	 1:4.64887	 2:0	 3:0	 4:0
1	 1:5.74856	 2:3.12	 3:3.36	 4:.006536
1	 1:3.82133	 2:0	 3:0	 4:0
1	 1:12.1593	 2:0	 3:1.01	 4:.000805
1	 1:13.4381	 2:2.18	 3:3.32	 4:.00353
1	 1:9.1054	 2:1.01	 3:2.02	 4:.001423
1	 1:3.18664	 2:1.01	 3:1.02	 4:.000759
1	 1:7.83059	 2:1.01	 3:0	 4:0
1	 1:7.27922	 2:0	 3:0	 4:0
1	 1:7.18485	 2:0	 3:0	 4:0
1	 1:30.6794	 2:11.47	 3:11.57	 4:.016134
1	 1:19.5417	 2:7.34	 3:7.74	 4:.010819
1	 1:1.76682	 2:0	 3:0	 4:0
2	 1:7.00075	 2:1.01	 3:1.02	 4:.000658
1	 1:9.16205	 2:1.01	 3:1.02	 4:.001862
2	 1:10.0211	 2:0	 3:0	 4:0
1	 1:8.62632	 2:0	 3:0	 4:0
1	 1:3.71677	 2:0	 3:0	 4:0
1	 1:2.5349	 2:0	 3:0	 4:0
1	 1:16.4202	 2:3.09	 3:4.23	 4:.006298
1	 1:8.50408	 2:3.63	 3:3.81	 4:.006518
1	 1:6.59762	 2:2.34	 3:2.51	 4:.002248
1	 1:5.87009	 2:1.03	 3:1.09	 4:.001533
2	 1:31.9437	 2:14.24	 3:17.78	 4:.036382
2	 1:23.032	 2:9.85	 3:14.51	 4:.020751
1	 1:14.7298	 2:4.16	 3:4.26	 4:.003683
1	 1:0	 2:0	 3:0	 4:0
1	 1:3.36633	 2:0	 3:0	 4:0
2	 1:21.2282	 2:12.02	 3:13.66	 4:.015461
1	 1:6.38161	 2:1.05	 3:1.01	 4:.001976
1	 1:0	 2:3.19	 3:4.32	 4:.005608
1	 1:3.1496	 2:0	 3:1.05	 4:.00154
1	 1:10.2088	 2:3.05	 3:1.04	 4:.000808
1	 1:5.93615	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:6.02605	 2:2.03	 3:3.1	 4:.006267
1	 1:1.77712	 2:0	 3:0	 4:0
2	 1:29.9939	 2:12.51	 3:13.99	 4:.020972
1	 1:4.2852	 2:0	 3:0	 4:0
1	 1:7.19932	 2:1.01	 3:2.04	 4:.002014
1	 1:2.97312	 2:0	 3:0	 4:0
1	 1:3.18664	 2:1.01	 3:1.02	 4:.000759
1	 1:16.519	 2:8.46	 3:8.73	 4:.019279
1	 1:6.42599	 2:0	 3:0	 4:0
1	 1:6.1094	 2:1.16	 3:3.2	 4:.005662
1	 1:4.76964	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
1	 1:4.33338	 2:0	 3:0	 4:0
1	 1:5.84059	 2:0	 3:0	 4:0
1	 1:1.77712	 2:0	 3:0	 4:0
1	 1:4.30172	 2:0	 3:0	 4:0
1	 1:1.76682	 2:0	 3:0	 4:0
2	 1:37.6698	 2:21.56	 3:22.62	 4:.032328
1	 1:2.84822	 2:0	 3:0	 4:0
1	 1:9.46033	 2:0	 3:0	 4:0
1	 1:0	 2:0	 3:0	 4:0
